,total_cup_points,species,country_of_origin,region,producer,farm_name,grading_date,variety,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,category_two_defects,altitude_mean_meters,certification_body,harvest_year
1051,80.67,Arabica,Guatemala,antigua,FINCA MEDINA,finca medina,"October 23rd, 2015",Bourbon,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,0.11,0,0.0,0,1500.0,Asociacion Nacional Del Café,2015
1052,80.67,Arabica,Costa Rica,tarrazu,Martin Gutierrez,gamboa,"February 27th, 2015",Caturra,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,0.11,0,0.0,4,1850.0,Specialty Coffee Association of Costa Rica,2015
1053,80.67,Arabica,Malawi,southern- zomba,R.W.J. Wallace Ltd,makoka valley estate,"November 4th, 2014",Caturra,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,0.12,0,0.0,1,995.0,Africa Fine Coffee Association,2014
1054,80.67,Arabica,Mexico,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,"el desmoronado, talpan de allende jalisco","October 23rd, 2014",Typica,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,0.12,0,0.0,4,1200.0,AMECAFE,2014
1055,80.67,Arabica,Colombia,santander,unknown,unknown,"April 14th, 2014",Caturra,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,0.0,0,0.0,1,1550.0,Almacafé,2014
1056,80.67,Arabica,Guatemala,"san lucas toliman, solola","PACHUJ, S.A",santo tomas pachuj,"June 5th, 2013",Bourbon,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,0.12,0,0.0,5,1550.0,Asociacion Nacional Del Café,2013
1057,80.67,Arabica,Guatemala,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,chiquimulja / alpha cafe / senfro,"January 25th, 2012",Bourbon,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,0.11,0,0.0,2,1337.0,Asociacion Nacional Del Café,2012
1058,80.67,Arabica,Guatemala,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,chiquimulja / alpha cafe / senfro,"January 25th, 2012",Bourbon,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,0.11,0,0.0,3,1337.0,Asociacion Nacional Del Café,2012
1059,80.67,Arabica,Colombia,unknown,unknown,unknown,"March 15th, 2011",Caturra,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,0.18,0,0.0,2,988.0,Almacafé,2011
1060,80.58,Arabica,Brazil,monte carmelo,MAX KEND TAKIUTI E OUTROS,leticia farm,"March 11th, 2016",Catuai,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,0.11,0,0.0,7,1198.0,Brazil Specialty Coffee Association,2016
1061,80.58,Arabica,Nicaragua,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,los saltarines,"February 26th, 2016",Caturra,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,0.11,0,1.0,0,1088.0,Instituto Hondureño del Café,2016
1062,80.58,Arabica,"Tanzania, United Republic Of",arusha,Burka Coffee Estates,burka coffee estates,"January 6th, 2015",Other,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.12,0,0.0,1,1400.0,Africa Fine Coffee Association,2014
1063,80.58,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 17th, 2014",Bourbon,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,0.0,0,0.0,3,1200.0,Specialty Coffee Association,2014
1064,80.58,Arabica,Honduras,occidental,BSR,bsr,"April 30th, 2014",Caturra,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,0.11,0,0.0,5,1400.0,Instituto Hondureño del Café,2014
1065,80.58,Arabica,Guatemala,huehuetenango,BYRON ALONZO SOLIS,finca el naranjal,"January 28th, 2014",Bourbon,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,0.11,0,0.0,5,1383.7920000000001,Asociacion Nacional Del Café,2014
1066,80.58,Arabica,United States,unknown,unknown,unknown,"May 4th, 2011",Hawaiian Kona,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,0.0,0,0.0,0,988.0,Specialty Coffee Association,2011
1067,80.58,Arabica,Colombia,unknown,unknown,unknown,"March 15th, 2011",Caturra,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,7.33,0.0,0,0.0,2,988.0,Almacafé,2011
1068,80.5,Arabica,Taiwan,taiwan,王秋金,王秋金,"December 8th, 2017",Other,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,0.0,0,0.0,0,50.0,Blossom Valley International,2017
1069,80.5,Arabica,Guatemala,santa rosa,EDWIN MUÑOZ,el guayabo,"September 8th, 2017",Caturra,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,0.1,0,0.0,4,1500.0,Asociacion Nacional Del Café,2017
1070,80.5,Arabica,Honduras,ocotepeque,Jorge Alfredo Pinto,la bendicion,"August 23rd, 2017",Catuai,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,0.11,0,0.0,5,1650.0,Instituto Hondureño del Café,2017
1072,80.5,Arabica,Brazil,vale da grama,Lindolpho de Carvalho Dias,cachoeira da grama farm,"November 17th, 2015",Yellow Bourbon,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,0.11,0,0.0,3,1250.0,Brazil Specialty Coffee Association,2015
1073,80.5,Arabica,Southeast Asia,pyin oo lwin,Shwe Yin Mar,mixed,"July 17th, 2015",Other,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,0.0,0,0.0,2,1100.0,Coffee Quality Institute,2015
1074,80.5,Arabica,Guatemala,oriente,VARIOS,various,"April 23rd, 2014",Other,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,0.11,0,0.0,3,1219.2,Asociacion Nacional Del Café,2014
1075,80.5,Arabica,Brazil,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,pereira estate coffee,"April 17th, 2014",Yellow Bourbon,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,0.1,0,0.0,10,1250.0,Specialty Coffee Association,2013
1076,80.5,Arabica,United States,kona,unknown,unknown,"February 4th, 2014",Hawaiian Kona,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,0.11,1,0.0,0,518.0,Specialty Coffee Association,2013
1077,80.5,Arabica,Guatemala,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,barranca de las flores,"February 13th, 2013",Bourbon,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,0.12,1,0.0,1,1859.28,Asociacion Nacional Del Café,2013
1078,80.5,Arabica,Mexico,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,peña negra,"September 17th, 2012",Typica,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,0.15,0,0.0,1,1450.0,AMECAFE,2012
1079,80.42,Arabica,Honduras,marcala,Jose Omar Acosta,bethel,"February 3rd, 2016",Catuai,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,0.1,0,0.0,0,1450.0,Instituto Hondureño del Café,2016
1080,80.42,Arabica,Taiwan,南投國姓,曾林春英,春風咖啡,"November 23rd, 2014",Typica,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,0.14,0,0.0,0,600.0,Blossom Valley International,2014
1081,80.42,Arabica,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",finca la fany,"April 26th, 2014",Bourbon,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,0.0,0,0.0,1,1450.0,Specialty Coffee Association,2013
1082,80.42,Arabica,China,yunnan,Alicia's Farm,alicia's farm,"January 17th, 2014",Other,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,0.17,0,0.0,14,1700.0,Specialty Coffee Association,2013
1083,80.42,Arabica,Taiwan,nantou,Huang san lang 黃三郎,guoxing farm coffee 國姓農場咖啡,"December 26th, 2013
",Typica,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,0.11,0,0.0,0,600.0,"Blossom Valley International
",2013
1084,80.42,Arabica,Mexico,pochutla,CARLOS ALBERTO GOMEZ,copalita,"September 4th, 2012",Typica,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,0.1,2,0.0,4,1050.0,AMECAFE,2012
1085,80.42,Arabica,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,unknown,"August 30th, 2012",Caturra,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,0.12,4,0.0,16,1550.0,AMECAFE,2012
1087,80.33,Arabica,"Tanzania, United Republic Of",mkuu rombo,Delfina Leon Shine,delfina farm,"November 16th, 2015",Bourbon,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,0.13,0,0.0,5,1700.0,Africa Fine Coffee Association,2015
1088,80.33,Arabica,"Tanzania, United Republic Of",arusha,Kongoni Estate,kongoni estate,"December 18th, 2014",Other,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,0.12,0,0.0,5,1485.0,Africa Fine Coffee Association,2014
1089,80.33,Arabica,Taiwan,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,tokoffee莊園,"December 26th, 2013",Yellow Bourbon,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,0.11,0,0.0,0,600.0,Blossom Valley International,2013
1090,80.33,Arabica,Guatemala,oriente,AGRIPEC DE LA VEGA Y CIA.,la castellana,"June 6th, 2013",Bourbon,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,0.11,1,0.0,4,1310.64,Asociacion Nacional Del Café,2013
1091,80.33,Arabica,Mexico,chilón,ARMANDO GUTIERREZ GUZMAN,unknown,"August 30th, 2012",Typica,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,0.11,0,0.0,21,940.0,AMECAFE,2012
1092,80.33,Arabica,United States,kona,unknown,unknown,"February 8th, 2012",Hawaiian Kona,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,0.12,5,0.0,7,518.0,Specialty Coffee Association,2012
1093,80.33,Arabica,Ethiopia,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,unknown,"June 17th, 2010",Other,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,0.1,0,0.0,1,1792.0,Ethiopia Commodity Exchange,2010
1094,80.25,Arabica,Brazil,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,são rafael_ ra/ras certified,"November 3rd, 2017",Catuai,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,0.11,0,1.0,1,995.0,Brazil Specialty Coffee Association,2017
1095,80.25,Arabica,Honduras,comayagua,Yamilet Lope,las moras,"April 6th, 2017",Caturra,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,0.1,0,0.0,4,1400.0,Instituto Hondureño del Café,2016
1096,80.25,Arabica,Mexico,sierra madre occidental,Balbino Ramirez Flores,cortapico,"April 26th, 2016",Caturra,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,0.1,0,0.0,2,1600.0,Centro Agroecológico del Café A.C.,2016
1097,80.25,Arabica,Southeast Asia,"yauk sauk, shan state","Waylead Co, Ltd",waylead farms,"August 27th, 2015",Other,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,0.11,1,0.0,26,914.4,Specialty Coffee Association,2015
1098,80.25,Arabica,Southeast Asia,ywar ngan,U Htun Htun,thein kone,"July 17th, 2015",Catuai,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,0.0,0,0.0,1,1300.0,Coffee Quality Institute,2014
1099,80.25,Arabica,Nicaragua,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,finca el consuelo,"February 20th, 2015",Caturra,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,0,0.0,2,900.0,Asociación de Cafés Especiales de Nicaragua,2015
1100,80.25,Arabica,United States,kona,unknown,unknown,"March 3rd, 2014",Hawaiian Kona,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,0.12,4,0.0,13,518.0,Specialty Coffee Association,2014
1101,80.25,Arabica,Colombia,unknown,unknown,unknown,"January 8th, 2014",Typica,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1,0,0.0,0,988.0,Specialty Coffee Association,2012
1102,80.25,Arabica,Taiwan,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,weng hui ling 翁惠鈴,"December 26th, 2013",Typica,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,0.11,0,0.0,0,700.0,Blossom Valley International,2013
1103,80.25,Arabica,Guatemala,oriente,UNEX,several,"January 9th, 2013",Caturra,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,0.11,1,0.0,12,1400.0,Specialty Coffee Association,2012
1104,80.25,Arabica,Mexico,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",mirador,"September 27th, 2012",Caturra,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,0.11,2,0.0,8,808.0,AMECAFE,2012
1105,80.17,Arabica,Southeast Asia,dala,"Yeh, Li Chuan",apollo estate,"May 9th, 2017",Catimor,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,0.0,0,0.0,2,1550.0,Specialty Coffee Association,2017
1106,80.17,Arabica,Nicaragua,jinotega,Sheldom La rue,los mesones,"April 24th, 2015",Caturra,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,0.11,0,0.0,2,1187.5,Asociación de Cafés Especiales de Nicaragua,2015
1107,80.17,Arabica,Honduras,marcala,Jose Omar Acosta,cerro bueno,"January 26th, 2015",Catuai,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,0.11,0,0.0,0,1400.0,Instituto Hondureño del Café,2015
1108,80.17,Arabica,Guatemala,oriente,ROBERTO MONTERROSO,el morito,"August 7th, 2013",Bourbon,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,0.11,0,0.0,2,1310.64,Asociacion Nacional Del Café,2013
1109,80.17,Arabica,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,"la orduña, coatepec, veracruz","October 9th, 2012",Typica,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,0.11,0,0.0,2,1250.0,AMECAFE,2012
1110,80.17,Arabica,Mexico,zaragoza itundujia,CIRILO JOSE JOSE,el carrizo,"September 13th, 2012",Typica,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,0.14,1,0.0,2,1550.0,AMECAFE,2012
1111,80.17,Arabica,Mexico,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,el aguacate,"September 10th, 2012",Bourbon,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,0.12,0,0.0,12,1000.0,AMECAFE,2012
1112,80.17,Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,agropecuaria quiagral,"May 24th, 2012",Bourbon,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,0.11,0,0.0,5,1310.64,Asociacion Nacional Del Café,2012
1113,80.17,Arabica,United States,kona,unknown,unknown,"September 22nd, 2011",Hawaiian Kona,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,0.05,12,0.0,1,518.0,Specialty Coffee Association,2011
1114,80.08,Arabica,Brazil,mantiqueira de minas,unknown,unknown,"November 29th, 2017",Bourbon,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,0,0.0,5,1100.0,Brazil Specialty Coffee Association,2017
1115,80.08,Arabica,Taiwan,苗栗泰安,簡義榮,好自在咖啡莊園,"November 23rd, 2014",Typica,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,0.07,0,0.0,0,850.0,Blossom Valley International,2014
1116,80.08,Arabica,Nicaragua,unknown,unknown,unknown,"February 25th, 2014",Caturra,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,0.1,0,0.0,4,988.0,Specialty Coffee Association,2013
1117,80.08,Arabica,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,sheng he shang pin coffee 聖荷上品咖啡坊,"December 26th, 2013",Typica,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,0.11,0,0.0,0,200.0,Blossom Valley International,2013
1118,80.08,Arabica,Taiwan,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,a shu she coffee 阿束社咖啡莊園,"December 26th, 2013",Typica,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,0.11,0,0.0,0,150.0,Blossom Valley International,2013
1119,80.08,Arabica,Taiwan,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,wu kun shan coffee 吳焜山咖啡園,"December 26th, 2013",Typica,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,0.11,0,0.0,0,250.0,Blossom Valley International,2013
1120,80.08,Arabica,Mexico,zaragoza itundujia,ALBERTA TEODORO ANALCO,el tabaco,"September 14th, 2012",Typica,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,0.15,0,0.0,0,1300.0,AMECAFE,2012
1121,80.08,Arabica,Mexico,escuitla,FEDERICO PACHECO PEREZ,unknown,"August 30th, 2012",Typica,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,0.14,1,0.0,17,1300.0,AMECAFE,2012
1122,80.0,Arabica,Nicaragua,jinotega,RONALDO LACAYO CARDENAL,santa matilde,"June 13th, 2017",Caturra,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,0.1,0,0.0,5,1250.0,Instituto Hondureño del Café,2017
1123,80.0,Arabica,Southeast Asia,pyin oo lwin,Ngu Shwe Li Coffee Estate,doe kwin,"July 17th, 2015",Other,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,0.0,0,0.0,4,1100.0,Coffee Quality Institute,2015
1124,80.0,Arabica,Mexico,"sierra fraylesca, chiapas",various small producers,various,"May 1st, 2014",Typica,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,0.0,0,0.0,2,1400.0,Specialty Coffee Association,2014
1125,80.0,Arabica,Taiwan,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,zhang li hong coffee 張立宏咖啡莊園,"December 26th, 2013",Typica,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,0.11,0,0.0,0,250.0,Blossom Valley International,2013
1126,80.0,Arabica,Thailand,thailand,Doi Tung Development Project,doi tung development project,"May 29th, 2013",Other,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,0.0,0,0.0,0,800.0,Specialty Coffee Association,2012
1127,80.0,Arabica,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,"la orduña, coatepec, veracruz","September 10th, 2012",Typica,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,0.12,0,0.0,9,1250.0,AMECAFE,2012
1128,80.0,Arabica,Mexico,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,"santa clara, california y camila","September 4th, 2012",Other,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,0.11,0,0.0,12,1100.0,AMECAFE,2012
1129,80.0,Arabica,Ethiopia,limu,Contact name | ATO Teshome Belamo,"phone number | 0911-51-08-01, email | at","June 17th, 2010",Other,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,0.05,0,0.0,2,1672.0,Ethiopia Commodity Exchange,2010
1130,79.92,Arabica,Colombia,huila,unknown,unknown,"April 23rd, 2015",Caturra,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,0.0,0,0.0,1,1574.0,Almacafé,2015
1131,79.92,Arabica,United States,kona,unknown,unknown,"May 12th, 2014",Hawaiian Kona,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7.0,0.11,1,0.0,3,518.0,Specialty Coffee Association,2014
1132,79.92,Arabica,Mexico,chiapas,VARIOS PRODUCTORES,various,"March 29th, 2013",Bourbon,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,0.12,0,0.0,4,1300.0,AMECAFE,2013
1133,79.92,Arabica,Mexico,"motozintla, chiapas",MARTHA PALACIOS,finca buenos aires,"September 11th, 2012",Other,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,0.12,1,0.0,7,1100.0,AMECAFE,2012
1134,79.92,Arabica,Mexico,veracruz,DELMAR MORENO GUILLEN,rancho san francisco iii,"August 30th, 2012",Bourbon,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,0.0,0,0.0,0,1100.0,AMECAFE,2012
1135,79.92,Arabica,Mexico,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,finca monte grande,"July 26th, 2012",Catuai,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,0.11,0,0.0,3,1100.0,AMECAFE,2012
1136,79.92,Arabica,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,finca la orduña,"July 11th, 2012",Typica,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,0.12,0,0.0,6,1250.0,AMECAFE,2012
1137,79.92,Arabica,Mexico,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,finca huehuetecpan,"July 11th, 2012",Mundo Novo,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,0.11,0,0.0,0,1250.0,AMECAFE,2012
1138,79.92,Arabica,United States,kona,unknown,unknown,"September 22nd, 2011",Hawaiian Kona,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,7.58,0.05,3,0.0,0,518.0,Specialty Coffee Association,2011
1139,79.83,Arabica,Kenya,kiambu,YARA / BENVAR,yara estate / benvar estate,"August 25th, 2017",SL34,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,0,1.0,5,1500.0,Kenya Coffee Traders Association,2017
1140,79.83,Arabica,Guatemala,san marcos,JORGE LEAL,piamonte,"August 22nd, 2017",Bourbon,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,0.1,0,0.0,2,1700.0,Asociacion Nacional Del Café,2017
1141,79.83,Arabica,Nicaragua,jinotega,Asociación Aldea Global Jinotega,asociación aldea global jinotega,"March 30th, 2015",Caturra,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,0.11,0,0.0,0,1250.0,Asociación de Cafés Especiales de Nicaragua,2014
1142,79.83,Arabica,Mexico,veracruz,CIRO DE LA VEQUIA CESSA,la cuchilla,"July 11th, 2012",Typica,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,0.12,0,0.0,3,1300.0,AMECAFE,2012
1143,79.83,Arabica,United States,kona,unknown,unknown,"April 5th, 2012",Hawaiian Kona,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,0.12,7,0.0,10,518.0,Specialty Coffee Association,2012
1144,79.75,Arabica,Guatemala,oriente,"AGRICOLA EL PILAR, S.A.",la esperanza,"June 22nd, 2017",Bourbon,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,0,4.0,1,1901.0,Asociacion Nacional Del Café,2016
1145,79.75,Arabica,Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,ka-vulungan coffee estate,"March 21st, 2015",Typica,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,0.0,0,0.0,0,1000.0,Specialty Coffee Association,2014
1146,79.75,Arabica,Taiwan,"baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,baijiada coffee farm佰加達咖啡莊園,"July 28th, 2014",Typica,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7.0,0.1,0,0.0,0,600.0,Specialty Coffee Association,2013
1147,79.75,Arabica,Thailand,thailand,Doi Tung Development Project,unknown,"June 16th, 2014",Other,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,0.12,0,0.0,0,800.0,Specialty Coffee Association,2013
1148,79.75,Arabica,Peru,huanuco,unknown,unknown,"January 23rd, 2014",Caturra,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,7.17,0.12,1,0.0,2,1113.0,Specialty Coffee Association,2013
1149,79.75,Arabica,Costa Rica,brunca,Coopeagri,several,"September 23rd, 2013",Catuai,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,0.1,0,0.0,4,1100.0,Specialty Coffee Association,2013
1150,79.75,Arabica,Mexico,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,union ramal santa cruz,"March 29th, 2013",Typica,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,0.12,0,0.0,4,1400.0,AMECAFE,2013
1151,79.75,Arabica,Mexico,chiapas,COMONYAJ NOPTIC S DE SS,comonyaj noptic s de ss,"March 29th, 2013",Bourbon,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,0.13,0,0.0,4,1022.0,AMECAFE,2013
1152,79.75,Arabica,Mexico,chiapas,VARIOS PRODUCTORES,various,"March 29th, 2013",Bourbon,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,0.12,0,0.0,5,1300.0,AMECAFE,2013
1153,79.75,Arabica,Mexico,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,peña negra,"September 14th, 2012",Bourbon,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,0.14,0,0.0,0,1450.0,AMECAFE,2012
1154,79.75,Arabica,Mexico,pochutla,ANGEL GONZALES,el vergel,"September 4th, 2012",Typica,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,0.1,1,0.0,22,1050.0,AMECAFE,2012
1155,79.75,Arabica,Guatemala,antigua,Jorge Bolanos,genuine antigua medina,"July 23rd, 2012",Bourbon,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,0.0,0,0.0,4,1492.0,Specialty Coffee Association,2012
1156,79.75,Arabica,Mexico,tuxtla gutierrez,ALFREDO MOISES CEJA,finca monte grande,"June 6th, 2012",Typica,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,0.12,0,0.0,7,1100.0,AMECAFE,2012
